Table 1,Offender Count,Ethnicity,Age Group,Police District
1 Age Ethnicity Boundary,3,European,10-14,Central
1 Age Ethnicity Boundary,2,European,10-14,Central
1 Age Ethnicity Boundary,2,European,15-19,Central
1 Age Ethnicity Boundary,2,European,15-19,Central
1 Age Ethnicity Boundary,1,European,15-19,Central
1 Age Ethnicity Boundary,5,European,15-19,Central
1 Age Ethnicity Boundary,1,European,20-24,Central
1 Age Ethnicity Boundary,1,European,20-24,Central
1 Age Ethnicity Boundary,1,European,25-29,Central
1 Age Ethnicity Boundary,1,European,30-34,Central
1 Age Ethnicity Boundary,2,European,35-39,Central
1 Age Ethnicity Boundary,1,European,35-39,Central
1 Age Ethnicity Boundary,1,European,45-49,Central
1 Age Ethnicity Boundary,2,European,45-49,Central
1 Age Ethnicity Boundary,1,European,50-54,Central
1 Age Ethnicity Boundary,1,European,80yearsorover,Central
1 Age Ethnicity Boundary,1,European,10-14,Central
1 Age Ethnicity Boundary,2,European,10-14,Central
1 Age Ethnicity Boundary,1,European,10-14,Central
1 Age Ethnicity Boundary,1,European,15-19,Central
1 Age Ethnicity Boundary,2,European,15-19,Central
1 Age Ethnicity Boundary,1,European,15-19,Central
1 Age Ethnicity Boundary,2,European,15-19,Central
1 Age Ethnicity Boundary,4,European,20-24,Central
1 Age Ethnicity Boundary,1,European,20-24,Central
1 Age Ethnicity Boundary,1,European,20-24,Central
1 Age Ethnicity Boundary,1,European,25-29,Central
1 Age Ethnicity Boundary,2,European,25-29,Central
1 Age Ethnicity Boundary,1,European,25-29,Central
1 Age Ethnicity Boundary,1,European,30-34,Central
1 Age Ethnicity Boundary,1,European,30-34,Central
1 Age Ethnicity Boundary,1,European,30-34,Central
1 Age Ethnicity Boundary,1,European,30-34,Central
1 Age Ethnicity Boundary,1,European,35-39,Central
1 Age Ethnicity Boundary,2,European,35-39,Central
1 Age Ethnicity Boundary,3,European,35-39,Central
1 Age Ethnicity Boundary,1,European,35-39,Central
1 Age Ethnicity Boundary,1,European,35-39,Central
1 Age Ethnicity Boundary,1,European,35-39,Central
1 Age Ethnicity Boundary,1,European,40-44,Central
1 Age Ethnicity Boundary,1,European,45-49,Central
1 Age Ethnicity Boundary,1,European,45-49,Central
1 Age Ethnicity Boundary,1,European,45-49,Central
1 Age Ethnicity Boundary,1,European,45-49,Central
1 Age Ethnicity Boundary,2,European,50-54,Central
1 Age Ethnicity Boundary,2,European,50-54,Central
1 Age Ethnicity Boundary,2,European,50-54,Central
1 Age Ethnicity Boundary,1,European,50-54,Central
1 Age Ethnicity Boundary,1,European,50-54,Central
1 Age Ethnicity Boundary,1,European,50-54,Central
1 Age Ethnicity Boundary,1,European,55-59,Central
1 Age Ethnicity Boundary,2,European,55-59,Central
1 Age Ethnicity Boundary,1,European,55-59,Central
1 Age Ethnicity Boundary,1,European,55-59,Central
1 Age Ethnicity Boundary,2,European,60-64,Central
1 Age Ethnicity Boundary,2,European,60-64,Central
1 Age Ethnicity Boundary,2,European,65-69,Central
1 Age Ethnicity Boundary,1,European,65-69,Central
1 Age Ethnicity Boundary,1,European,10-14,Central
1 Age Ethnicity Boundary,1,European,10-14,Central
1 Age Ethnicity Boundary,1,European,15-19,Central
1 Age Ethnicity Boundary,1,European,15-19,Central
1 Age Ethnicity Boundary,1,European,15-19,Central
1 Age Ethnicity Boundary,1,European,15-19,Central
1 Age Ethnicity Boundary,4,European,20-24,Central
1 Age Ethnicity Boundary,1,European,25-29,Central
1 Age Ethnicity Boundary,1,European,30-34,Central
1 Age Ethnicity Boundary,2,European,35-39,Central
1 Age Ethnicity Boundary,1,European,45-49,Central
1 Age Ethnicity Boundary,1,European,5-9,Central
1 Age Ethnicity Boundary,1,European,50-54,Central
1 Age Ethnicity Boundary,1,European,50-54,Central
1 Age Ethnicity Boundary,1,European,55-59,Central
1 Age Ethnicity Boundary,1,European,65-69,Central
1 Age Ethnicity Boundary,2,European,15-19,Central
1 Age Ethnicity Boundary,1,European,25-29,Central
1 Age Ethnicity Boundary,1,European,35-39,Central
1 Age Ethnicity Boundary,1,European,40-44,Central
1 Age Ethnicity Boundary,1,European,55-59,Central
1 Age Ethnicity Boundary,2,European,60-64,Central
1 Age Ethnicity Boundary,1,European,75-79,Central
1 Age Ethnicity Boundary,1,European,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,European,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,European,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,European,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,European,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,European,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,European,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,European,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,European,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,European,20-24,Counties/Manukau
1 Age Ethnicity Boundary,2,European,20-24,Counties/Manukau
1 Age Ethnicity Boundary,3,European,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,European,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,European,25-29,Counties/Manukau
1 Age Ethnicity Boundary,2,European,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,European,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,European,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,European,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,European,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,European,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,European,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,European,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,European,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,European,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,European,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,European,40-44,Counties/Manukau
1 Age Ethnicity Boundary,1,European,40-44,Counties/Manukau
1 Age Ethnicity Boundary,1,European,45-49,Counties/Manukau
1 Age Ethnicity Boundary,1,European,45-49,Counties/Manukau
1 Age Ethnicity Boundary,1,European,50-54,Counties/Manukau
1 Age Ethnicity Boundary,1,European,50-54,Counties/Manukau
1 Age Ethnicity Boundary,1,European,50-54,Counties/Manukau
1 Age Ethnicity Boundary,1,European,50-54,Counties/Manukau
1 Age Ethnicity Boundary,1,European,50-54,Counties/Manukau
1 Age Ethnicity Boundary,1,European,50-54,Counties/Manukau
1 Age Ethnicity Boundary,1,European,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,European,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,European,60-64,Counties/Manukau
1 Age Ethnicity Boundary,1,European,60-64,Counties/Manukau
1 Age Ethnicity Boundary,2,European,70-74,Counties/Manukau
1 Age Ethnicity Boundary,1,European,75-79,Counties/Manukau
1 Age Ethnicity Boundary,1,European,10-14,Counties/Manukau
1 Age Ethnicity Boundary,1,European,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,European,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,European,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,European,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,European,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,European,30-34,Counties/Manukau
1 Age Ethnicity Boundary,2,European,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,European,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,European,40-44,Counties/Manukau
1 Age Ethnicity Boundary,1,European,40-44,Counties/Manukau
1 Age Ethnicity Boundary,2,European,45-49,Counties/Manukau
1 Age Ethnicity Boundary,1,European,50-54,Counties/Manukau
1 Age Ethnicity Boundary,1,European,50-54,Counties/Manukau
1 Age Ethnicity Boundary,1,European,50-54,Counties/Manukau
1 Age Ethnicity Boundary,1,European,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,European,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,European,70-74,Counties/Manukau
1 Age Ethnicity Boundary,1,European,10-14,Counties/Manukau
1 Age Ethnicity Boundary,1,European,10-14,Counties/Manukau
1 Age Ethnicity Boundary,1,European,10-14,Counties/Manukau
1 Age Ethnicity Boundary,1,European,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,European,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,European,45-49,Counties/Manukau
1 Age Ethnicity Boundary,1,European,50-54,Counties/Manukau
1 Age Ethnicity Boundary,1,European,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,European,10-14,Counties/Manukau
1 Age Ethnicity Boundary,1,European,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,European,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,European,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,European,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,European,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,European,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,European,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,European,35-39,Counties/Manukau
1 Age Ethnicity Boundary,2,European,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,European,40-44,Counties/Manukau
1 Age Ethnicity Boundary,2,European,40-44,Counties/Manukau
1 Age Ethnicity Boundary,1,European,45-49,Counties/Manukau
1 Age Ethnicity Boundary,1,European,45-49,Counties/Manukau
1 Age Ethnicity Boundary,1,European,50-54,Counties/Manukau
1 Age Ethnicity Boundary,1,European,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,European,55-59,Counties/Manukau
1 Age Ethnicity Boundary,3,European,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,European,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,European,65-69,Counties/Manukau
1 Age Ethnicity Boundary,1,European,75-79,Counties/Manukau
1 Age Ethnicity Boundary,1,European,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,European,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,European,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,European,65-69,Counties/Manukau
1 Age Ethnicity Boundary,1,European,15-19,Eastern
1 Age Ethnicity Boundary,1,European,30-34,Eastern
1 Age Ethnicity Boundary,1,European,40-44,Eastern
1 Age Ethnicity Boundary,1,European,50-54,Eastern
1 Age Ethnicity Boundary,1,European,65-69,Eastern
1 Age Ethnicity Boundary,2,European,15-19,Eastern
1 Age Ethnicity Boundary,2,European,20-24,Eastern
1 Age Ethnicity Boundary,2,European,20-24,Eastern
1 Age Ethnicity Boundary,1,European,25-29,Eastern
1 Age Ethnicity Boundary,2,European,25-29,Eastern
1 Age Ethnicity Boundary,1,European,30-34,Eastern
1 Age Ethnicity Boundary,1,European,35-39,Eastern
1 Age Ethnicity Boundary,2,European,35-39,Eastern
1 Age Ethnicity Boundary,1,European,40-44,Eastern
1 Age Ethnicity Boundary,1,European,40-44,Eastern
1 Age Ethnicity Boundary,1,European,40-44,Eastern
1 Age Ethnicity Boundary,1,European,50-54,Eastern
1 Age Ethnicity Boundary,4,European,50-54,Eastern
1 Age Ethnicity Boundary,1,European,60-64,Eastern
1 Age Ethnicity Boundary,1,European,60-64,Eastern
1 Age Ethnicity Boundary,1,European,60-64,Eastern
1 Age Ethnicity Boundary,1,European,15-19,Eastern
1 Age Ethnicity Boundary,2,European,15-19,Eastern
1 Age Ethnicity Boundary,1,European,15-19,Eastern
1 Age Ethnicity Boundary,1,European,20-24,Eastern
1 Age Ethnicity Boundary,1,European,25-29,Eastern
1 Age Ethnicity Boundary,1,European,25-29,Eastern
1 Age Ethnicity Boundary,1,European,45-49,Eastern
1 Age Ethnicity Boundary,1,European,65-69,Eastern
1 Age Ethnicity Boundary,2,European,10-14,Eastern
1 Age Ethnicity Boundary,1,European,15-19,Eastern
1 Age Ethnicity Boundary,2,European,15-19,Eastern
1 Age Ethnicity Boundary,1,European,40-44,Eastern
1 Age Ethnicity Boundary,1,European,50-54,Eastern
1 Age Ethnicity Boundary,1,European,55-59,Eastern
1 Age Ethnicity Boundary,5,European,15-19,Eastern
1 Age Ethnicity Boundary,1,European,20-24,Eastern
1 Age Ethnicity Boundary,2,European,20-24,Eastern
1 Age Ethnicity Boundary,1,European,20-24,Eastern
1 Age Ethnicity Boundary,1,European,30-34,Eastern
1 Age Ethnicity Boundary,1,European,30-34,Eastern
1 Age Ethnicity Boundary,2,European,35-39,Eastern
1 Age Ethnicity Boundary,2,European,35-39,Eastern
1 Age Ethnicity Boundary,1,European,45-49,Eastern
1 Age Ethnicity Boundary,2,European,45-49,Eastern
1 Age Ethnicity Boundary,1,European,50-54,Eastern
1 Age Ethnicity Boundary,1,European,55-59,Eastern
1 Age Ethnicity Boundary,2,European,10-14,Eastern
1 Age Ethnicity Boundary,2,European,15-19,Eastern
1 Age Ethnicity Boundary,1,European,30-34,Eastern
1 Age Ethnicity Boundary,1,European,40-44,Eastern
1 Age Ethnicity Boundary,1,European,60-64,Eastern
1 Age Ethnicity Boundary,2,European,15-19,Eastern
1 Age Ethnicity Boundary,3,European,20-24,Eastern
1 Age Ethnicity Boundary,4,European,25-29,Eastern
1 Age Ethnicity Boundary,1,European,35-39,Eastern
1 Age Ethnicity Boundary,1,European,40-44,Eastern
1 Age Ethnicity Boundary,5,European,40-44,Eastern
1 Age Ethnicity Boundary,1,European,45-49,Eastern
1 Age Ethnicity Boundary,1,European,55-59,Eastern
1 Age Ethnicity Boundary,1,European,55-59,Eastern
1 Age Ethnicity Boundary,1,European,60-64,Eastern
1 Age Ethnicity Boundary,1,European,70-74,Eastern
1 Age Ethnicity Boundary,1,European,70-74,Eastern
1 Age Ethnicity Boundary,1,European,15-19,Northland
1 Age Ethnicity Boundary,1,European,20-24,Northland
1 Age Ethnicity Boundary,1,European,30-34,Northland
1 Age Ethnicity Boundary,2,European,30-34,Northland
1 Age Ethnicity Boundary,1,European,35-39,Northland
1 Age Ethnicity Boundary,2,European,40-44,Northland
1 Age Ethnicity Boundary,1,European,45-49,Northland
1 Age Ethnicity Boundary,1,European,45-49,Northland
1 Age Ethnicity Boundary,1,European,50-54,Northland
1 Age Ethnicity Boundary,1,European,55-59,Northland
1 Age Ethnicity Boundary,1,European,60-64,Northland
1 Age Ethnicity Boundary,1,European,65-69,Northland
1 Age Ethnicity Boundary,1,European,15-19,Northland
1 Age Ethnicity Boundary,1,European,20-24,Northland
1 Age Ethnicity Boundary,1,European,50-54,Northland
1 Age Ethnicity Boundary,1,European,55-59,Northland
1 Age Ethnicity Boundary,1,European,60-64,Northland
1 Age Ethnicity Boundary,1,European,65-69,Northland
1 Age Ethnicity Boundary,1,European,70-74,Northland
1 Age Ethnicity Boundary,1,European,10-14,Northland
1 Age Ethnicity Boundary,1,European,10-14,Northland
1 Age Ethnicity Boundary,2,European,10-14,Northland
1 Age Ethnicity Boundary,1,European,15-19,Northland
1 Age Ethnicity Boundary,2,European,30-34,Northland
1 Age Ethnicity Boundary,1,European,35-39,Northland
1 Age Ethnicity Boundary,1,European,45-49,Northland
1 Age Ethnicity Boundary,1,European,55-59,Northland
1 Age Ethnicity Boundary,1,European,15-19,Northland
1 Age Ethnicity Boundary,1,European,15-19,Northland
1 Age Ethnicity Boundary,2,European,20-24,Northland
1 Age Ethnicity Boundary,2,European,25-29,Northland
1 Age Ethnicity Boundary,3,European,25-29,Northland
1 Age Ethnicity Boundary,1,European,30-34,Northland
1 Age Ethnicity Boundary,1,European,30-34,Northland
1 Age Ethnicity Boundary,1,European,35-39,Northland
1 Age Ethnicity Boundary,2,European,35-39,Northland
1 Age Ethnicity Boundary,2,European,40-44,Northland
1 Age Ethnicity Boundary,1,European,40-44,Northland
1 Age Ethnicity Boundary,1,European,40-44,Northland
1 Age Ethnicity Boundary,1,European,45-49,Northland
1 Age Ethnicity Boundary,1,European,50-54,Northland
1 Age Ethnicity Boundary,1,European,55-59,Northland
1 Age Ethnicity Boundary,1,European,15-19,Northland
1 Age Ethnicity Boundary,1,European,30-34,Northland
1 Age Ethnicity Boundary,1,European,45-49,Northland
1 Age Ethnicity Boundary,1,European,15-19,Northland
1 Age Ethnicity Boundary,1,European,20-24,Northland
1 Age Ethnicity Boundary,1,European,25-29,Northland
1 Age Ethnicity Boundary,1,European,30-34,Northland
1 Age Ethnicity Boundary,1,European,55-59,Northland
1 Age Ethnicity Boundary,1,European,60-64,Northland
1 Age Ethnicity Boundary,1,European,70-74,Northland
1 Age Ethnicity Boundary,1,European,10-14,Southern
1 Age Ethnicity Boundary,1,European,15-19,Southern
1 Age Ethnicity Boundary,1,European,15-19,Southern
1 Age Ethnicity Boundary,1,European,20-24,Southern
1 Age Ethnicity Boundary,2,European,20-24,Southern
1 Age Ethnicity Boundary,2,European,30-34,Southern
1 Age Ethnicity Boundary,1,European,35-39,Southern
1 Age Ethnicity Boundary,1,European,40-44,Southern
1 Age Ethnicity Boundary,1,European,40-44,Southern
1 Age Ethnicity Boundary,1,European,45-49,Southern
1 Age Ethnicity Boundary,1,European,55-59,Southern
1 Age Ethnicity Boundary,1,European,10-14,Southern
1 Age Ethnicity Boundary,1,European,10-14,Southern
1 Age Ethnicity Boundary,4,European,15-19,Southern
1 Age Ethnicity Boundary,2,European,15-19,Southern
1 Age Ethnicity Boundary,4,European,15-19,Southern
1 Age Ethnicity Boundary,1,European,15-19,Southern
1 Age Ethnicity Boundary,1,European,15-19,Southern
1 Age Ethnicity Boundary,1,European,15-19,Southern
1 Age Ethnicity Boundary,3,European,15-19,Southern
1 Age Ethnicity Boundary,2,European,20-24,Southern
1 Age Ethnicity Boundary,3,European,20-24,Southern
1 Age Ethnicity Boundary,2,European,20-24,Southern
1 Age Ethnicity Boundary,10,European,20-24,Southern
1 Age Ethnicity Boundary,2,European,25-29,Southern
1 Age Ethnicity Boundary,2,European,25-29,Southern
1 Age Ethnicity Boundary,1,European,25-29,Southern
1 Age Ethnicity Boundary,1,European,25-29,Southern
1 Age Ethnicity Boundary,2,European,25-29,Southern
1 Age Ethnicity Boundary,1,European,25-29,Southern
1 Age Ethnicity Boundary,1,European,25-29,Southern
1 Age Ethnicity Boundary,6,European,30-34,Southern
1 Age Ethnicity Boundary,1,European,30-34,Southern
1 Age Ethnicity Boundary,5,European,30-34,Southern
1 Age Ethnicity Boundary,1,European,30-34,Southern
1 Age Ethnicity Boundary,1,European,30-34,Southern
1 Age Ethnicity Boundary,1,European,35-39,Southern
1 Age Ethnicity Boundary,4,European,35-39,Southern
1 Age Ethnicity Boundary,7,European,35-39,Southern
1 Age Ethnicity Boundary,1,European,35-39,Southern
1 Age Ethnicity Boundary,4,European,35-39,Southern
1 Age Ethnicity Boundary,1,European,40-44,Southern
1 Age Ethnicity Boundary,4,European,40-44,Southern
1 Age Ethnicity Boundary,2,European,40-44,Southern
1 Age Ethnicity Boundary,1,European,40-44,Southern
1 Age Ethnicity Boundary,2,European,40-44,Southern
1 Age Ethnicity Boundary,3,European,45-49,Southern
1 Age Ethnicity Boundary,1,European,45-49,Southern
1 Age Ethnicity Boundary,3,European,45-49,Southern
1 Age Ethnicity Boundary,1,European,45-49,Southern
1 Age Ethnicity Boundary,3,European,45-49,Southern
1 Age Ethnicity Boundary,2,European,50-54,Southern
1 Age Ethnicity Boundary,1,European,50-54,Southern
1 Age Ethnicity Boundary,1,European,50-54,Southern
1 Age Ethnicity Boundary,1,European,50-54,Southern
1 Age Ethnicity Boundary,4,European,50-54,Southern
1 Age Ethnicity Boundary,1,European,50-54,Southern
1 Age Ethnicity Boundary,1,European,55-59,Southern
1 Age Ethnicity Boundary,3,European,55-59,Southern
1 Age Ethnicity Boundary,1,European,55-59,Southern
1 Age Ethnicity Boundary,5,European,55-59,Southern
1 Age Ethnicity Boundary,1,European,60-64,Southern
1 Age Ethnicity Boundary,1,European,60-64,Southern
1 Age Ethnicity Boundary,1,European,65-69,Southern
1 Age Ethnicity Boundary,1,European,65-69,Southern
1 Age Ethnicity Boundary,1,European,70-74,Southern
1 Age Ethnicity Boundary,1,European,70-74,Southern
1 Age Ethnicity Boundary,1,European,70-74,Southern
1 Age Ethnicity Boundary,1,European,15-19,Southern
1 Age Ethnicity Boundary,1,European,15-19,Southern
1 Age Ethnicity Boundary,1,European,15-19,Southern
1 Age Ethnicity Boundary,2,European,20-24,Southern
1 Age Ethnicity Boundary,4,European,20-24,Southern
1 Age Ethnicity Boundary,1,European,20-24,Southern
1 Age Ethnicity Boundary,1,European,20-24,Southern
1 Age Ethnicity Boundary,4,European,25-29,Southern
1 Age Ethnicity Boundary,1,European,25-29,Southern
1 Age Ethnicity Boundary,1,European,25-29,Southern
1 Age Ethnicity Boundary,1,European,25-29,Southern
1 Age Ethnicity Boundary,1,European,30-34,Southern
1 Age Ethnicity Boundary,1,European,30-34,Southern
1 Age Ethnicity Boundary,1,European,30-34,Southern
1 Age Ethnicity Boundary,1,European,30-34,Southern
1 Age Ethnicity Boundary,2,European,35-39,Southern
1 Age Ethnicity Boundary,2,European,35-39,Southern
1 Age Ethnicity Boundary,1,European,40-44,Southern
1 Age Ethnicity Boundary,2,European,40-44,Southern
1 Age Ethnicity Boundary,1,European,45-49,Southern
1 Age Ethnicity Boundary,1,European,45-49,Southern
1 Age Ethnicity Boundary,1,European,45-49,Southern
1 Age Ethnicity Boundary,1,European,50-54,Southern
1 Age Ethnicity Boundary,1,European,50-54,Southern
1 Age Ethnicity Boundary,1,European,50-54,Southern
1 Age Ethnicity Boundary,1,European,55-59,Southern
1 Age Ethnicity Boundary,1,European,60-64,Southern
1 Age Ethnicity Boundary,1,European,60-64,Southern
1 Age Ethnicity Boundary,1,European,65-69,Southern
1 Age Ethnicity Boundary,1,European,65-69,Southern
1 Age Ethnicity Boundary,1,European,10-14,Southern
1 Age Ethnicity Boundary,1,European,10-14,Southern
1 Age Ethnicity Boundary,1,European,10-14,Southern
1 Age Ethnicity Boundary,1,European,10-14,Southern
1 Age Ethnicity Boundary,2,European,10-14,Southern
1 Age Ethnicity Boundary,4,European,15-19,Southern
1 Age Ethnicity Boundary,2,European,15-19,Southern
1 Age Ethnicity Boundary,5,European,15-19,Southern
1 Age Ethnicity Boundary,1,European,20-24,Southern
1 Age Ethnicity Boundary,3,European,20-24,Southern
1 Age Ethnicity Boundary,2,European,20-24,Southern
1 Age Ethnicity Boundary,1,European,25-29,Southern
1 Age Ethnicity Boundary,2,European,25-29,Southern
1 Age Ethnicity Boundary,1,European,25-29,Southern
1 Age Ethnicity Boundary,1,European,30-34,Southern
1 Age Ethnicity Boundary,1,European,30-34,Southern
1 Age Ethnicity Boundary,1,European,30-34,Southern
1 Age Ethnicity Boundary,1,European,35-39,Southern
1 Age Ethnicity Boundary,1,European,40-44,Southern
1 Age Ethnicity Boundary,1,European,45-49,Southern
1 Age Ethnicity Boundary,1,European,55-59,Southern
1 Age Ethnicity Boundary,1,European,60-64,Southern
